chromosome	size	compressedMref	category
chrUn_JTFH01000640v1_decoy	1328	TRUE	decoy
chrUn_JTFH01000641v1_decoy	1328	TRUE	decoy
chrUn_JTFH01000642v1_decoy	1327	TRUE	decoy
chrUn_JTFH01000643v1_decoy	1325	TRUE	decoy
chrUn_JTFH01000644v1_decoy	1322	TRUE	decoy
chrUn_JTFH01000645v1_decoy	1320	TRUE	decoy
chrUn_JTFH01000646v1_decoy	1319	TRUE	decoy
chrUn_JTFH01000647v1_decoy	1318	TRUE	decoy
chrUn_JTFH01000648v1_decoy	1315	TRUE	decoy
chrUn_JTFH01000649v1_decoy	1314	TRUE	decoy
chrUn_JTFH01000650v1_decoy	1313	TRUE	decoy
chrUn_JTFH01000651v1_decoy	1313	TRUE	decoy
chrUn_JTFH01000652v1_decoy	1312	TRUE	decoy
chrUn_JTFH01000653v1_decoy	1310	TRUE	decoy
chrUn_JTFH01000654v1_decoy	1309	TRUE	decoy
chrUn_JTFH01000655v1_decoy	1309	TRUE	decoy
chrUn_JTFH01000656v1_decoy	1307	TRUE	decoy
chrUn_JTFH01000657v1_decoy	1307	TRUE	decoy
chrUn_JTFH01000658v1_decoy	1305	TRUE	decoy
chrUn_JTFH01000659v1_decoy	1304	TRUE	decoy
chrUn_JTFH01000660v1_decoy	1303	TRUE	decoy
chrUn_JTFH01000661v1_decoy	1302	TRUE	decoy
chrUn_JTFH01000662v1_decoy	1302	TRUE	decoy
chrUn_JTFH01000663v1_decoy	1301	TRUE	decoy
chrUn_JTFH01000664v1_decoy	1301	TRUE	decoy
chrUn_JTFH01000665v1_decoy	1300	TRUE	decoy
chrUn_JTFH01000666v1_decoy	1299	TRUE	decoy
chrUn_JTFH01000667v1_decoy	1297	TRUE	decoy
chrUn_JTFH01000668v1_decoy	1295	TRUE	decoy
chrUn_JTFH01000669v1_decoy	1294	TRUE	decoy
chrUn_JTFH01000670v1_decoy	1293	TRUE	decoy
chrUn_JTFH01000671v1_decoy	1291	TRUE	decoy
chrUn_JTFH01000672v1_decoy	1291	TRUE	decoy
chrUn_JTFH01000673v1_decoy	1289	TRUE	decoy
chrUn_JTFH01000674v1_decoy	1288	TRUE	decoy
chrUn_JTFH01000675v1_decoy	1288	TRUE	decoy
chrUn_JTFH01000676v1_decoy	1287	TRUE	decoy
chrUn_JTFH01000677v1_decoy	1287	TRUE	decoy
chrUn_JTFH01000678v1_decoy	1287	TRUE	decoy
chrUn_JTFH01000679v1_decoy	1286	TRUE	decoy
chrUn_JTFH01000680v1_decoy	1283	TRUE	decoy
chrUn_JTFH01000681v1_decoy	1281	TRUE	decoy
chrUn_JTFH01000682v1_decoy	1277	TRUE	decoy
chrUn_JTFH01000683v1_decoy	1274	TRUE	decoy
chrUn_JTFH01000684v1_decoy	1270	TRUE	decoy
chrUn_JTFH01000685v1_decoy	1267	TRUE	decoy
chrUn_JTFH01000686v1_decoy	1266	TRUE	decoy
chrUn_JTFH01000687v1_decoy	1260	TRUE	decoy
chrUn_JTFH01000688v1_decoy	1259	TRUE	decoy
chrUn_JTFH01000689v1_decoy	1258	TRUE	decoy
chrUn_JTFH01000690v1_decoy	1258	TRUE	decoy
chrUn_JTFH01000691v1_decoy	1258	TRUE	decoy
chrUn_JTFH01000692v1_decoy	1256	TRUE	decoy
chrUn_JTFH01000693v1_decoy	1255	TRUE	decoy
chrUn_JTFH01000694v1_decoy	1254	TRUE	decoy
chrUn_JTFH01000695v1_decoy	1254	TRUE	decoy
chrUn_JTFH01000696v1_decoy	1253	TRUE	decoy
chrUn_JTFH01000697v1_decoy	1250	TRUE	decoy
chrUn_JTFH01000698v1_decoy	1249	TRUE	decoy
chrUn_JTFH01000699v1_decoy	1248	TRUE	decoy
chrUn_JTFH01000700v1_decoy	1248	TRUE	decoy
chrUn_JTFH01000701v1_decoy	1247	TRUE	decoy
chrUn_JTFH01000702v1_decoy	1242	TRUE	decoy
chrUn_JTFH01000703v1_decoy	1242	TRUE	decoy
chrUn_JTFH01000704v1_decoy	1241	TRUE	decoy
chrUn_JTFH01000705v1_decoy	1241	TRUE	decoy
chrUn_JTFH01000706v1_decoy	1241	TRUE	decoy
chrUn_JTFH01000707v1_decoy	1239	TRUE	decoy
chrUn_JTFH01000708v1_decoy	1238	TRUE	decoy
chrUn_JTFH01000709v1_decoy	1237	TRUE	decoy
chrUn_JTFH01000710v1_decoy	1236	TRUE	decoy
chrUn_JTFH01000711v1_decoy	1235	TRUE	decoy
chrUn_JTFH01000712v1_decoy	1234	TRUE	decoy
chrUn_JTFH01000713v1_decoy	1234	TRUE	decoy
chrUn_JTFH01000714v1_decoy	1234	TRUE	decoy
chrUn_JTFH01000715v1_decoy	1233	TRUE	decoy
chrUn_JTFH01000716v1_decoy	1232	TRUE	decoy
chrUn_JTFH01000717v1_decoy	1232	TRUE	decoy
chrUn_JTFH01000718v1_decoy	1231	TRUE	decoy
chrUn_JTFH01000719v1_decoy	1230	TRUE	decoy
chrUn_JTFH01000720v1_decoy	1228	TRUE	decoy
chrUn_JTFH01000721v1_decoy	1227	TRUE	decoy
chrUn_JTFH01000722v1_decoy	1227	TRUE	decoy
chrUn_JTFH01000723v1_decoy	1226	TRUE	decoy
chrUn_JTFH01000724v1_decoy	1224	TRUE	decoy
chrUn_JTFH01000725v1_decoy	1224	TRUE	decoy
chrUn_JTFH01000726v1_decoy	1220	TRUE	decoy
chrUn_JTFH01000727v1_decoy	1220	TRUE	decoy
chrUn_JTFH01000728v1_decoy	1219	TRUE	decoy
chrUn_JTFH01000729v1_decoy	1217	TRUE	decoy
chrUn_JTFH01000730v1_decoy	1216	TRUE	decoy
chrUn_JTFH01000731v1_decoy	1215	TRUE	decoy
chrUn_JTFH01000732v1_decoy	1214	TRUE	decoy
chrUn_JTFH01000733v1_decoy	1214	TRUE	decoy
chrUn_JTFH01000734v1_decoy	1214	TRUE	decoy
chrUn_JTFH01000735v1_decoy	1213	TRUE	decoy
chrUn_JTFH01000736v1_decoy	1212	TRUE	decoy
chrUn_JTFH01000737v1_decoy	1209	TRUE	decoy
chrUn_JTFH01000738v1_decoy	1208	TRUE	decoy
chrUn_JTFH01000739v1_decoy	1207	TRUE	decoy
chrUn_JTFH01000740v1_decoy	1207	TRUE	decoy
chrUn_JTFH01000741v1_decoy	1207	TRUE	decoy
chrUn_JTFH01000742v1_decoy	1206	TRUE	decoy
chrUn_JTFH01000743v1_decoy	1206	TRUE	decoy
chrUn_JTFH01000744v1_decoy	1205	TRUE	decoy
chrUn_JTFH01000745v1_decoy	1205	TRUE	decoy
chrUn_JTFH01000746v1_decoy	1204	TRUE	decoy
chrUn_JTFH01000747v1_decoy	1204	TRUE	decoy
chrUn_JTFH01000748v1_decoy	1204	TRUE	decoy
chrUn_JTFH01000749v1_decoy	1203	TRUE	decoy
chrUn_JTFH01000750v1_decoy	1201	TRUE	decoy
chrUn_JTFH01000751v1_decoy	1201	TRUE	decoy
chrUn_JTFH01000752v1_decoy	1200	TRUE	decoy
chrUn_JTFH01000753v1_decoy	1200	TRUE	decoy
chrUn_JTFH01000754v1_decoy	1199	TRUE	decoy
chrUn_JTFH01000755v1_decoy	1198	TRUE	decoy
chrUn_JTFH01000756v1_decoy	1197	TRUE	decoy
chrUn_JTFH01000757v1_decoy	1196	TRUE	decoy
chrUn_JTFH01000758v1_decoy	1195	TRUE	decoy
chrUn_JTFH01000759v1_decoy	1194	TRUE	decoy
chrUn_JTFH01000760v1_decoy	1194	TRUE	decoy
chrUn_JTFH01000761v1_decoy	1191	TRUE	decoy
chrUn_JTFH01000762v1_decoy	1189	TRUE	decoy
chrUn_JTFH01000763v1_decoy	1186	TRUE	decoy
chrUn_JTFH01000764v1_decoy	1186	TRUE	decoy
chrUn_JTFH01000765v1_decoy	1184	TRUE	decoy
chrUn_JTFH01000766v1_decoy	1183	TRUE	decoy
chrUn_JTFH01000767v1_decoy	1183	TRUE	decoy
chrUn_JTFH01000768v1_decoy	1182	TRUE	decoy
chrUn_JTFH01000769v1_decoy	1181	TRUE	decoy
chrUn_JTFH01000770v1_decoy	1181	TRUE	decoy
chrUn_JTFH01000771v1_decoy	1181	TRUE	decoy
chrUn_JTFH01000772v1_decoy	1181	TRUE	decoy
chrUn_JTFH01000773v1_decoy	1179	TRUE	decoy
chrUn_JTFH01000774v1_decoy	1178	TRUE	decoy
chrUn_JTFH01000775v1_decoy	1178	TRUE	decoy
chrUn_JTFH01000776v1_decoy	1177	TRUE	decoy
chrUn_JTFH01000777v1_decoy	1177	TRUE	decoy
chrUn_JTFH01000778v1_decoy	1171	TRUE	decoy
chrUn_JTFH01000779v1_decoy	1171	TRUE	decoy
chrUn_JTFH01000780v1_decoy	1171	TRUE	decoy
chrUn_JTFH01000781v1_decoy	1170	TRUE	decoy
chrUn_JTFH01000782v1_decoy	1170	TRUE	decoy
chrUn_JTFH01000783v1_decoy	1167	TRUE	decoy
chrUn_JTFH01000784v1_decoy	1167	TRUE	decoy
chrUn_JTFH01000785v1_decoy	1167	TRUE	decoy
chrUn_JTFH01000786v1_decoy	1165	TRUE	decoy
chrUn_JTFH01000787v1_decoy	1165	TRUE	decoy
chrUn_JTFH01000788v1_decoy	1162	TRUE	decoy
chrUn_JTFH01000789v1_decoy	1157	TRUE	decoy
chrUn_JTFH01000790v1_decoy	1156	TRUE	decoy
chrUn_JTFH01000791v1_decoy	1156	TRUE	decoy
chrUn_JTFH01000792v1_decoy	1154	TRUE	decoy
chrUn_JTFH01000793v1_decoy	1154	TRUE	decoy
chrUn_JTFH01000794v1_decoy	1151	TRUE	decoy
chrUn_JTFH01000795v1_decoy	1151	TRUE	decoy
chrUn_JTFH01000796v1_decoy	1150	TRUE	decoy
chrUn_JTFH01000797v1_decoy	1150	TRUE	decoy
chrUn_JTFH01000798v1_decoy	1147	TRUE	decoy
chrUn_JTFH01000799v1_decoy	1147	TRUE	decoy
chrUn_JTFH01000800v1_decoy	1146	TRUE	decoy
chrUn_JTFH01000801v1_decoy	1144	TRUE	decoy
chrUn_JTFH01000802v1_decoy	1144	TRUE	decoy
chrUn_JTFH01000803v1_decoy	1143	TRUE	decoy
chrUn_JTFH01000804v1_decoy	1142	TRUE	decoy
chrUn_JTFH01000805v1_decoy	1141	TRUE	decoy
chrUn_JTFH01000806v1_decoy	1141	TRUE	decoy
chrUn_JTFH01000807v1_decoy	1140	TRUE	decoy
chrUn_JTFH01000808v1_decoy	1138	TRUE	decoy
chrUn_JTFH01000809v1_decoy	1134	TRUE	decoy
chrUn_JTFH01000810v1_decoy	1134	TRUE	decoy
chrUn_JTFH01000811v1_decoy	1132	TRUE	decoy
chrUn_JTFH01000812v1_decoy	1131	TRUE	decoy
chrUn_JTFH01000813v1_decoy	1131	TRUE	decoy
chrUn_JTFH01000814v1_decoy	1130	TRUE	decoy
chrUn_JTFH01000815v1_decoy	1127	TRUE	decoy
chrUn_JTFH01000816v1_decoy	1126	TRUE	decoy
chrUn_JTFH01000817v1_decoy	1124	TRUE	decoy
chrUn_JTFH01000818v1_decoy	1122	TRUE	decoy
chrUn_JTFH01000819v1_decoy	1122	TRUE	decoy
chrUn_JTFH01000820v1_decoy	1121	TRUE	decoy
chrUn_JTFH01000821v1_decoy	1119	TRUE	decoy
chrUn_JTFH01000822v1_decoy	1119	TRUE	decoy
chrUn_JTFH01000823v1_decoy	1119	TRUE	decoy
chrUn_JTFH01000824v1_decoy	1119	TRUE	decoy
chrUn_JTFH01000825v1_decoy	1118	TRUE	decoy
chrUn_JTFH01000826v1_decoy	1116	TRUE	decoy
chrUn_JTFH01000827v1_decoy	1116	TRUE	decoy
chrUn_JTFH01000828v1_decoy	1115	TRUE	decoy
chrUn_JTFH01000829v1_decoy	1115	TRUE	decoy
chrUn_JTFH01000830v1_decoy	1115	TRUE	decoy
chrUn_JTFH01000831v1_decoy	1114	TRUE	decoy
chrUn_JTFH01000832v1_decoy	1113	TRUE	decoy
chrUn_JTFH01000833v1_decoy	1113	TRUE	decoy
chrUn_JTFH01000834v1_decoy	1110	TRUE	decoy
chrUn_JTFH01000835v1_decoy	1110	TRUE	decoy
chrUn_JTFH01000836v1_decoy	1109	TRUE	decoy
chrUn_JTFH01000837v1_decoy	1108	TRUE	decoy
chrUn_JTFH01000838v1_decoy	1107	TRUE	decoy
chrUn_JTFH01000839v1_decoy	1107	TRUE	decoy
chrUn_JTFH01000840v1_decoy	1107	TRUE	decoy
chrUn_JTFH01000841v1_decoy	1107	TRUE	decoy
chrUn_JTFH01000842v1_decoy	1106	TRUE	decoy
chrUn_JTFH01000843v1_decoy	1103	TRUE	decoy
chrUn_JTFH01000844v1_decoy	1103	TRUE	decoy
chrUn_JTFH01000845v1_decoy	1103	TRUE	decoy
chrUn_JTFH01000846v1_decoy	1100	TRUE	decoy
chrUn_JTFH01000847v1_decoy	1099	TRUE	decoy
chrUn_JTFH01000848v1_decoy	1098	TRUE	decoy
chrUn_JTFH01000849v1_decoy	1097	TRUE	decoy
chrUn_JTFH01000850v1_decoy	1096	TRUE	decoy
chrUn_JTFH01000851v1_decoy	1096	TRUE	decoy
chrUn_JTFH01000852v1_decoy	1094	TRUE	decoy
chrUn_JTFH01000853v1_decoy	1093	TRUE	decoy
chrUn_JTFH01000854v1_decoy	1090	TRUE	decoy
chrUn_JTFH01000855v1_decoy	1088	TRUE	decoy
chrUn_JTFH01000856v1_decoy	1087	TRUE	decoy
chrUn_JTFH01000857v1_decoy	1086	TRUE	decoy
chrUn_JTFH01000858v1_decoy	1085	TRUE	decoy
chrUn_JTFH01000859v1_decoy	1084	TRUE	decoy
chrUn_JTFH01000860v1_decoy	1084	TRUE	decoy
chrUn_JTFH01000861v1_decoy	1084	TRUE	decoy
chrUn_JTFH01000862v1_decoy	1084	TRUE	decoy
chrUn_JTFH01000863v1_decoy	1083	TRUE	decoy
chrUn_JTFH01000864v1_decoy	1083	TRUE	decoy
chrUn_JTFH01000865v1_decoy	1082	TRUE	decoy
chrUn_JTFH01000866v1_decoy	1082	TRUE	decoy
chrUn_JTFH01000867v1_decoy	1081	TRUE	decoy
chrUn_JTFH01000868v1_decoy	1081	TRUE	decoy
chrUn_JTFH01000869v1_decoy	1079	TRUE	decoy
chrUn_JTFH01000870v1_decoy	1076	TRUE	decoy
chrUn_JTFH01000871v1_decoy	1074	TRUE	decoy
chrUn_JTFH01000872v1_decoy	1073	TRUE	decoy
chrUn_JTFH01000873v1_decoy	1073	TRUE	decoy
chrUn_JTFH01000874v1_decoy	1071	TRUE	decoy
chrUn_JTFH01000875v1_decoy	1069	TRUE	decoy
chrUn_JTFH01000876v1_decoy	1067	TRUE	decoy
chrUn_JTFH01000877v1_decoy	1067	TRUE	decoy
chrUn_JTFH01000878v1_decoy	1067	TRUE	decoy
chrUn_JTFH01000879v1_decoy	1066	TRUE	decoy
chrUn_JTFH01000880v1_decoy	1065	TRUE	decoy
chrUn_JTFH01000881v1_decoy	1065	TRUE	decoy
chrUn_JTFH01000882v1_decoy	1065	TRUE	decoy
chrUn_JTFH01000883v1_decoy	1065	TRUE	decoy
chrUn_JTFH01000884v1_decoy	1065	TRUE	decoy
chrUn_JTFH01000885v1_decoy	1064	TRUE	decoy
chrUn_JTFH01000886v1_decoy	1064	TRUE	decoy
chrUn_JTFH01000887v1_decoy	1064	TRUE	decoy
chrUn_JTFH01000888v1_decoy	1063	TRUE	decoy
chrUn_JTFH01000889v1_decoy	1062	TRUE	decoy
chrUn_JTFH01000890v1_decoy	1062	TRUE	decoy
chrUn_JTFH01000891v1_decoy	1062	TRUE	decoy
chrUn_JTFH01000892v1_decoy	1061	TRUE	decoy
chrUn_JTFH01000893v1_decoy	1060	TRUE	decoy
chrUn_JTFH01000894v1_decoy	1057	TRUE	decoy
chrUn_JTFH01000895v1_decoy	1057	TRUE	decoy
chrUn_JTFH01000896v1_decoy	1056	TRUE	decoy
chrUn_JTFH01000897v1_decoy	1055	TRUE	decoy
chrUn_JTFH01000898v1_decoy	1055	TRUE	decoy
chrUn_JTFH01000899v1_decoy	1055	TRUE	decoy
chrUn_JTFH01000900v1_decoy	1055	TRUE	decoy
chrUn_JTFH01000901v1_decoy	1054	TRUE	decoy
chrUn_JTFH01000902v1_decoy	1051	TRUE	decoy
chrUn_JTFH01000903v1_decoy	1050	TRUE	decoy
chrUn_JTFH01000904v1_decoy	1050	TRUE	decoy
chrUn_JTFH01000905v1_decoy	1049	TRUE	decoy
chrUn_JTFH01000906v1_decoy	1048	TRUE	decoy
chrUn_JTFH01000907v1_decoy	1047	TRUE	decoy
chrUn_JTFH01000908v1_decoy	1046	TRUE	decoy
chrUn_JTFH01000909v1_decoy	1046	TRUE	decoy
chrUn_JTFH01000910v1_decoy	1046	TRUE	decoy
chrUn_JTFH01000911v1_decoy	1045	TRUE	decoy
chrUn_JTFH01000912v1_decoy	1045	TRUE	decoy
chrUn_JTFH01000913v1_decoy	1045	TRUE	decoy
chrUn_JTFH01000914v1_decoy	1044	TRUE	decoy
chrUn_JTFH01000915v1_decoy	1042	TRUE	decoy
chrUn_JTFH01000916v1_decoy	1041	TRUE	decoy
chrUn_JTFH01000917v1_decoy	1039	TRUE	decoy
chrUn_JTFH01000918v1_decoy	1039	TRUE	decoy
chrUn_JTFH01000919v1_decoy	1038	TRUE	decoy
chrUn_JTFH01000920v1_decoy	1036	TRUE	decoy
chrUn_JTFH01000921v1_decoy	1036	TRUE	decoy
chrUn_JTFH01000922v1_decoy	1035	TRUE	decoy
chrUn_JTFH01000923v1_decoy	1035	TRUE	decoy
chrUn_JTFH01000924v1_decoy	1033	TRUE	decoy
chrUn_JTFH01000925v1_decoy	1032	TRUE	decoy
chrUn_JTFH01000926v1_decoy	1031	TRUE	decoy
chrUn_JTFH01000927v1_decoy	1031	TRUE	decoy
chrUn_JTFH01000928v1_decoy	1031	TRUE	decoy
chrUn_JTFH01000929v1_decoy	1027	TRUE	decoy
chrUn_JTFH01000930v1_decoy	1027	TRUE	decoy
chrUn_JTFH01000931v1_decoy	1026	TRUE	decoy
chrUn_JTFH01000932v1_decoy	1026	TRUE	decoy
chrUn_JTFH01000933v1_decoy	1024	TRUE	decoy
chrUn_JTFH01000934v1_decoy	1024	TRUE	decoy
chrUn_JTFH01000935v1_decoy	1022	TRUE	decoy
chrUn_JTFH01000936v1_decoy	1022	TRUE	decoy
chrUn_JTFH01000937v1_decoy	1021	TRUE	decoy
chrUn_JTFH01000938v1_decoy	1020	TRUE	decoy
chrUn_JTFH01000939v1_decoy	1019	TRUE	decoy
chrUn_JTFH01000940v1_decoy	1018	TRUE	decoy
chrUn_JTFH01000941v1_decoy	1018	TRUE	decoy
chrUn_JTFH01000942v1_decoy	1018	TRUE	decoy
chrUn_JTFH01000943v1_decoy	1016	TRUE	decoy
chrUn_JTFH01000944v1_decoy	1010	TRUE	decoy
chrUn_JTFH01000945v1_decoy	1010	TRUE	decoy
chrUn_JTFH01000946v1_decoy	1009	TRUE	decoy
chrUn_JTFH01000947v1_decoy	1008	TRUE	decoy
chrUn_JTFH01000948v1_decoy	1007	TRUE	decoy
chrUn_JTFH01000949v1_decoy	1006	TRUE	decoy
chrUn_JTFH01000950v1_decoy	1005	TRUE	decoy
chrUn_JTFH01000951v1_decoy	1005	TRUE	decoy
chrUn_JTFH01000952v1_decoy	1004	TRUE	decoy
chrUn_JTFH01000953v1_decoy	1004	TRUE	decoy
chrUn_JTFH01000954v1_decoy	1003	TRUE	decoy
chrUn_JTFH01000955v1_decoy	1003	TRUE	decoy
chrUn_JTFH01000956v1_decoy	1003	TRUE	decoy
chrUn_JTFH01000957v1_decoy	1003	TRUE	decoy
chrUn_JTFH01000958v1_decoy	1002	TRUE	decoy
chrUn_JTFH01000959v1_decoy	1002	TRUE	decoy
chrUn_JTFH01000960v1_decoy	1000	TRUE	decoy
chrUn_JTFH01000961v1_decoy	1000	TRUE	decoy
chrUn_JTFH01000962v1_decoy	8358	TRUE	decoy
chrUn_JTFH01000963v1_decoy	7932	TRUE	decoy
chrUn_JTFH01000964v1_decoy	6846	TRUE	decoy
chrUn_JTFH01000965v1_decoy	4591	TRUE	decoy
chrUn_JTFH01000966v1_decoy	4041	TRUE	decoy
chrUn_JTFH01000967v1_decoy	3841	TRUE	decoy
chrUn_JTFH01000968v1_decoy	3754	TRUE	decoy
chrUn_JTFH01000969v1_decoy	3743	TRUE	decoy
chrUn_JTFH01000970v1_decoy	3702	TRUE	decoy
chrUn_JTFH01000971v1_decoy	3625	TRUE	decoy
chrUn_JTFH01000972v1_decoy	3529	TRUE	decoy
chrUn_JTFH01000973v1_decoy	3508	TRUE	decoy
chrUn_JTFH01000974v1_decoy	3359	TRUE	decoy
chrUn_JTFH01000975v1_decoy	3320	TRUE	decoy
chrUn_JTFH01000976v1_decoy	3231	TRUE	decoy
chrUn_JTFH01000977v1_decoy	3220	TRUE	decoy
chrUn_JTFH01000978v1_decoy	3212	TRUE	decoy
chrUn_JTFH01000979v1_decoy	3192	TRUE	decoy
chrUn_JTFH01000980v1_decoy	3092	TRUE	decoy
chrUn_JTFH01000981v1_decoy	3087	TRUE	decoy
chrUn_JTFH01000982v1_decoy	3048	TRUE	decoy
chrUn_JTFH01000983v1_decoy	3005	TRUE	decoy
chrUn_JTFH01000984v1_decoy	3004	TRUE	decoy
chrUn_JTFH01000985v1_decoy	2959	TRUE	decoy
chrUn_JTFH01000986v1_decoy	2934	TRUE	decoy
chrUn_JTFH01000987v1_decoy	2933	TRUE	decoy
chrUn_JTFH01000988v1_decoy	2827	TRUE	decoy
chrUn_JTFH01000989v1_decoy	2794	TRUE	decoy
chrUn_JTFH01000990v1_decoy	2749	TRUE	decoy
chrUn_JTFH01000991v1_decoy	2745	TRUE	decoy
chrUn_JTFH01000992v1_decoy	2733	TRUE	decoy
chrUn_JTFH01000993v1_decoy	2698	TRUE	decoy
chrUn_JTFH01000994v1_decoy	2665	TRUE	decoy
chrUn_JTFH01000995v1_decoy	2634	TRUE	decoy
chrUn_JTFH01000996v1_decoy	2492	TRUE	decoy
chrUn_JTFH01000997v1_decoy	2489	TRUE	decoy
chrUn_JTFH01000998v1_decoy	2468	TRUE	decoy
chrUn_JTFH01000999v1_decoy	2414	TRUE	decoy
chrUn_JTFH01001000v1_decoy	2395	TRUE	decoy
chrUn_JTFH01001001v1_decoy	2356	TRUE	decoy
chrUn_JTFH01001002v1_decoy	2339	TRUE	decoy
chrUn_JTFH01001003v1_decoy	2310	TRUE	decoy
chrUn_JTFH01001004v1_decoy	2288	TRUE	decoy
chrUn_JTFH01001005v1_decoy	2285	TRUE	decoy
chrUn_JTFH01001006v1_decoy	2269	TRUE	decoy
chrUn_JTFH01001007v1_decoy	2253	TRUE	decoy
chrUn_JTFH01001008v1_decoy	2203	TRUE	decoy
chrUn_JTFH01001009v1_decoy	2176	TRUE	decoy
chrUn_JTFH01001010v1_decoy	2159	TRUE	decoy
chrUn_JTFH01001011v1_decoy	2155	TRUE	decoy
chrUn_JTFH01001012v1_decoy	2149	TRUE	decoy
chrUn_JTFH01001013v1_decoy	2129	TRUE	decoy
chrUn_JTFH01001014v1_decoy	2116	TRUE	decoy
chrUn_JTFH01001015v1_decoy	2113	TRUE	decoy
chrUn_JTFH01001016v1_decoy	2098	TRUE	decoy
chrUn_JTFH01001017v1_decoy	2066	TRUE	decoy
chrUn_JTFH01001018v1_decoy	2066	TRUE	decoy
chrUn_JTFH01001019v1_decoy	2059	TRUE	decoy
chrUn_JTFH01001020v1_decoy	2047	TRUE	decoy
chrUn_JTFH01001021v1_decoy	2040	TRUE	decoy
chrUn_JTFH01001022v1_decoy	2030	TRUE	decoy
chrUn_JTFH01001023v1_decoy	2024	TRUE	decoy
chrUn_JTFH01001024v1_decoy	2001	TRUE	decoy
chrUn_JTFH01001025v1_decoy	1992	TRUE	decoy
chrUn_JTFH01001026v1_decoy	1981	TRUE	decoy
chrUn_JTFH01001027v1_decoy	1979	TRUE	decoy
chrUn_JTFH01001028v1_decoy	1957	TRUE	decoy
chrUn_JTFH01001029v1_decoy	1953	TRUE	decoy
chrUn_JTFH01001030v1_decoy	1944	TRUE	decoy
chrUn_JTFH01001031v1_decoy	1936	TRUE	decoy
chrUn_JTFH01001032v1_decoy	1932	TRUE	decoy
chrUn_JTFH01001033v1_decoy	1882	TRUE	decoy
chrUn_JTFH01001034v1_decoy	1878	TRUE	decoy
chrUn_JTFH01001035v1_decoy	1870	TRUE	decoy
chrUn_JTFH01001036v1_decoy	1821	TRUE	decoy
chrUn_JTFH01001037v1_decoy	1813	TRUE	decoy
chrUn_JTFH01001038v1_decoy	1809	TRUE	decoy
chrUn_JTFH01001039v1_decoy	1804	TRUE	decoy
chrUn_JTFH01001040v1_decoy	1797	TRUE	decoy
chrUn_JTFH01001041v1_decoy	1791	TRUE	decoy
chrUn_JTFH01001042v1_decoy	1781	TRUE	decoy
chrUn_JTFH01001043v1_decoy	1766	TRUE	decoy
chrUn_JTFH01001044v1_decoy	1764	TRUE	decoy
chrUn_JTFH01001045v1_decoy	1743	TRUE	decoy
chrUn_JTFH01001046v1_decoy	1741	TRUE	decoy
chrUn_JTFH01001047v1_decoy	1709	TRUE	decoy
chrUn_JTFH01001048v1_decoy	1706	TRUE	decoy
chrUn_JTFH01001049v1_decoy	1701	TRUE	decoy
chrUn_JTFH01001050v1_decoy	1689	TRUE	decoy
chrUn_JTFH01001051v1_decoy	1646	TRUE	decoy
chrUn_JTFH01001052v1_decoy	1641	TRUE	decoy
chrUn_JTFH01001053v1_decoy	1639	TRUE	decoy
chrUn_JTFH01001054v1_decoy	1636	TRUE	decoy
chrUn_JTFH01001055v1_decoy	1632	TRUE	decoy
chrUn_JTFH01001056v1_decoy	1629	TRUE	decoy
chrUn_JTFH01001057v1_decoy	1623	TRUE	decoy
chrUn_JTFH01001058v1_decoy	1622	TRUE	decoy
chrUn_JTFH01001059v1_decoy	1622	TRUE	decoy
chrUn_JTFH01001060v1_decoy	1619	TRUE	decoy
chrUn_JTFH01001061v1_decoy	1606	TRUE	decoy
chrUn_JTFH01001062v1_decoy	1593	TRUE	decoy
chrUn_JTFH01001063v1_decoy	1592	TRUE	decoy
chrUn_JTFH01001064v1_decoy	1558	TRUE	decoy
chrUn_JTFH01001065v1_decoy	1545	TRUE	decoy
chrUn_JTFH01001066v1_decoy	1542	TRUE	decoy
chrUn_JTFH01001067v1_decoy	1540	TRUE	decoy
chrUn_JTFH01001068v1_decoy	1529	TRUE	decoy
chrUn_JTFH01001069v1_decoy	1518	TRUE	decoy
chrUn_JTFH01001070v1_decoy	1515	TRUE	decoy
chrUn_JTFH01001071v1_decoy	1513	TRUE	decoy
chrUn_JTFH01001072v1_decoy	1507	TRUE	decoy
chrUn_JTFH01001073v1_decoy	1504	TRUE	decoy
chrUn_JTFH01001074v1_decoy	1499	TRUE	decoy
chrUn_JTFH01001075v1_decoy	1495	TRUE	decoy
chrUn_JTFH01001076v1_decoy	1495	TRUE	decoy
chrUn_JTFH01001077v1_decoy	1492	TRUE	decoy
chrUn_JTFH01001078v1_decoy	1492	TRUE	decoy
chrUn_JTFH01001079v1_decoy	1489	TRUE	decoy
chrUn_JTFH01001080v1_decoy	1485	TRUE	decoy
chrUn_JTFH01001081v1_decoy	1483	TRUE	decoy
chrUn_JTFH01001082v1_decoy	1473	TRUE	decoy
chrUn_JTFH01001083v1_decoy	1470	TRUE	decoy
chrUn_JTFH01001084v1_decoy	1463	TRUE	decoy
chrUn_JTFH01001085v1_decoy	1460	TRUE	decoy
chrUn_JTFH01001086v1_decoy	1458	TRUE	decoy
chrUn_JTFH01001087v1_decoy	1456	TRUE	decoy
chrUn_JTFH01001088v1_decoy	1453	TRUE	decoy
chrUn_JTFH01001089v1_decoy	1443	TRUE	decoy
chrUn_JTFH01001090v1_decoy	1441	TRUE	decoy
